Id	species	Syp/allo	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
CAS5362	fortis	Allopatry	-0.092874144	-0.01099424	0.001336117	0.003183453	-0.016458683	0.005832214	-0.006458828	0.004031996	0.002545651	3.04E-04	0.001438402	-0.001436243	9.23E-04	-0.004105304	0.002733599	-0.001936283	0.001032864	0.001115389	0.002435654	-0.001287228	-2.19E-05	2.23E-04	6.36E-04	6.37E-04	-1.79E-04	-2.12E-04
CAS5368	fortis	Sympatry	-0.116767717	0.045565308	-0.010220668	-0.009608712	0.024469603	-4.30E-04	-0.01061997	-7.49E-04	0.003603596	-0.0021931	6.16E-04	7.24E-04	0.003130544	0.001842894	-0.002177552	0.001236358	2.68E-05	-0.001431956	2.13E-05	1.79E-04	1.90E-05	-2.01E-04	-5.18E-04	-8.53E-04	6.68E-04	-1.01E-04
CAS5369	fortis	Sympatry	-0.082571859	-0.002530706	0.00886012	-0.001407647	-0.011568325	-1.89E-04	0.00251667	5.08E-04	2.08E-04	-0.002468368	-0.002494663	-0.00234689	7.81E-04	-0.00267329	0.00145137	4.56E-04	-1.40E-04	0.001551247	-0.001184777	0.001109562	-1.30E-04	-5.90E-04	-0.001088615	2.72E-04	5.64E-04	5.23E-04
CAS5370	fortis	Allopatry	-0.081659963	-0.039279133	-0.002893578	4.41E-04	0.001160514	-0.007903285	0.002853912	-0.002977618	0.001865341	-7.04E-04	4.17E-04	0.002601873	-0.001864977	-0.002602202	4.15E-04	-8.34E-04	-3.42E-04	0.002759942	4.23E-04	4.10E-04	-1.05E-04	-0.001112934	8.22E-04	3.05E-04	-1.83E-04	-1.30E-04
CAS5371	fortis	Allopatry	-0.055478722	-0.028225733	-0.00632451	5.90E-04	-0.005967609	-0.004712098	0.002094783	-0.002693716	-0.002686931	-0.003666656	0.002977646	-0.004520155	-3.48E-04	0.002343131	0.004340065	0.001088817	7.22E-04	-0.002157848	-0.001856349	-3.19E-04	-5.89E-04	5.01E-04	-2.19E-04	-4.84E-04	-2.82E-04	-9.77E-04
CAS5372	fortis	Allopatry	-0.048524244	0.010560257	0.012742529	0.0059488	0.021458739	-0.002358782	-0.004839898	-0.007102258	9.62E-05	-0.001276331	-0.002521779	-0.005414569	0.004299827	2.34E-04	0.001232142	0.002973378	9.01E-04	-0.00135581	4.88E-05	0.001299622	-3.86E-04	0.001296386	-8.40E-04	-8.44E-04	3.22E-04	5.29E-04
CAS5375	fortis	Sympatry	-0.091305011	0.036605629	-0.008081441	-0.001720757	-0.007223928	7.36E-04	-9.92E-04	-0.002880874	2.83E-04	-0.00155765	-0.003450811	-5.95E-04	-0.002283736	-9.12E-04	-9.97E-04	-8.89E-04	0.00219162	-0.001415573	0.001786899	-3.20E-04	8.99E-05	-5.96E-04	-3.26E-04	4.69E-04	-7.93E-05	4.43E-05
CAS5377	fortis	Allopatry	-0.063571696	-0.002051885	-0.001246606	0.011666902	-0.013781939	0.001395561	0.0063436	0.002756832	-0.004770322	4.65E-04	-6.94E-04	-7.77E-04	-0.001479194	-4.31E-04	5.54E-04	8.53E-04	-4.87E-04	7.52E-04	3.19E-04	-5.98E-04	8.89E-04	2.81E-04	7.13E-04	1.36E-04	-5.16E-04	4.05E-04
CAS5379	fortis	Sympatry	-0.02361711	-0.035203433	0.008878421	0.006952067	0.010273089	-0.007966919	0.00402343	-0.002972824	0.001902775	6.19E-04	-4.81E-04	0.001309732	8.28E-04	0.001024941	0.001301599	1.34E-07	-4.70E-04	-5.16E-05	6.03E-04	9.77E-04	-7.97E-04	-4.39E-04	0.001027939	5.21E-04	-8.91E-04	-5.82E-04
CAS5382	fortis	Allopatry	0.02235252	-0.004993951	0.014790474	-0.018037502	0.008061258	0.001976499	-0.003504852	-0.005184349	-1.03E-04	-0.001979992	-0.001770386	0.016291722	0.005470703	0.004663678	0.004177787	0.001365553	0.008023576	8.96E-04	0.00406516	0.001011523	0.001439652	0.002292755	0.001233214	0.002316268	-9.51E-04	0.002584693
CAS5384	fortis	Allopatry	0.025813724	-0.010090626	0.022443494	-0.005469305	0.019071848	0.008137416	0.013327789	-4.41E-04	0.005306846	0.003518487	-0.001767599	-0.003212615	0.001572141	-0.00578897	-0.005145843	9.98E-04	0.006425336	0.004424473	-0.002483354	-0.001033209	-0.001960147	3.14E-04	-0.001020713	0.001800775	0.001961641	-0.001462558
CAS5386	fortis	Allopatry	-0.029926516	-0.032231255	-0.002720858	0.005891366	0.005501194	0.014293896	-0.003817898	-0.001127545	0.014562122	-0.002671648	0.007437381	0.00805518	-0.003495268	0.006709962	-0.0014362	-0.004267036	-0.006411709	-0.003978739	0.005297533	2.37E-04	-0.003569665	7.39E-04	0.001205156	9.73E-04	-0.002719902	-0.001577391
CAS5392	fortis	Sympatry	-0.108028925	-0.036335132	-0.005842698	0.001064535	0.011966646	0.00426737	-0.004966389	-0.003671054	0.002817072	3.98E-04	-0.002057978	-0.002718057	-0.004106028	-0.002861735	-0.004131985	-0.004727055	-0.001745328	-0.001437007	0.001122942	-2.23E-04	1.14E-04	-4.28E-04	-3.03E-04	-5.91E-04	7.17E-04	5.56E-04
CAS5394	fortis	Allopatry	-0.024543543	-5.48E-05	-5.85E-04	-0.009813355	0.003194588	-0.016781813	0.010508114	0.005231502	0.006376225	-0.001897039	0.001110913	9.95E-04	0.001612347	0.003322792	8.59E-04	0.002393228	0.004622525	0.002821291	-3.50E-04	-0.00172578	0.002554243	0.001639088	-0.001559264	0.002325545	-2.95E-04	0.001855561
CAS5395	fortis	Allopatry	-0.092472245	-0.002829131	0.033082877	-0.018445837	0.029099772	-0.00622357	-0.001968507	5.76E-04	0.003604305	0.00234807	0.004893784	0.001367681	-0.001071025	-0.001438875	-2.99E-04	-8.90E-04	-0.001750508	0.001625885	-0.001312744	-3.57E-04	-0.001469303	-5.46E-04	-6.05E-04	5.16E-04	8.08E-04	3.19E-04
CAS5397	fortis	Allopatry	-0.077470392	-0.022304956	-0.003265136	0.02227373	0.005660841	-0.016382099	-8.99E-05	-0.00226965	0.001724052	0.002599005	-0.002158126	0.001692939	-0.002104572	-0.001343463	0.001517374	-0.001043474	2.80E-04	-0.003876441	-0.001658647	-0.001619071	8.10E-04	-5.81E-04	8.86E-04	-1.52E-04	9.02E-05	5.54E-04
CAS5398	fortis	Allopatry	-0.06882056	-0.068084423	0.002285279	0.013254526	0.007993766	-0.007450336	1.93E-04	-0.002398143	-0.004840142	-0.001800006	0.006109667	-0.00151322	-0.001585481	-0.003489424	0.003170733	0.002010606	0.001173618	0.001901826	-0.004057369	-4.41E-04	9.09E-04	-0.001220685	7.23E-04	4.13E-04	2.55E-04	6.27E-04
CAS5399	fortis	Sympatry	0.003581843	0.00689975	0.008580565	-0.009961756	-0.006691664	-0.006314699	-0.004868817	-0.004862146	-0.001283921	0.001551326	-0.002110458	-0.002229557	-0.001659323	0.004774717	-0.002598368	-4.59E-04	-0.001774049	-2.27E-04	-0.001969379	8.13E-04	0.001374713	0.00451264	-0.003229443	-9.69E-04	4.38E-04	5.96E-04
CAS5401	fortis	Allopatry	0.117848988	-0.05417659	0.005798349	0.011714337	0.017473292	0.006837424	0.009908476	0.005719354	-0.00469776	0.009941163	0.010404889	-0.004299552	-0.011224542	-0.002335008	0.001595254	2.64E-04	-0.005380208	-0.002374709	-8.50E-04	0.002795149	3.67E-05	4.15E-04	0.002066401	-0.003161797	-7.58E-04	-6.97E-04
